Scientific Name,#Occurrences
ourayia hopsoni,8
oxyacodon priscilla,8
oxymycterus judex,8
oxymycterus nigrifrons,8
oxyprimus galadrielae,8
ozotoceros bezoarcticus,8
pachyaena ossifraga,8
palaeotomys gracilis,8
paraechinus aethiopicus,8
paraphiomys stromeri,8
parascalops sp,8
pardofelis marmorata,8
pareumys lewisi,8
pediomeryx hemphillensis,8
peratherium constans,8
peratherium huntii,8
perognathus xanthonotus,8
peromyscus bullatus,8
peromyscus interparietalis,8
peromyscus oreas,8
petaurus australis,8
petrogale xanthopus,8
phocoena sinus,8
phyllomys pattoni,8
pipistrellus stenopterus,8
pipistrellus tasmaniensis,8
platygonus cumberlandensis,8
plesiadapid sp,8
plesiomeryx quinquedentalus,8
poabromylus sp,8
poelagus marjorita,8
pogonomys sylvestris,8
praomys misonnei,8
proechimys gorgonae,8
protechimys major,8
proteles cristata,8
protodidelphis vanzolinii,8
pseudomys australis,8
pseudotetonius ambiguus,8
pseudotheridomys sp,8
pteronotus parnelli,8
ragnorak engdahli,8
raphicerus melanotis,8
reithrodon physodes,8
rhinoceros pachygnathus,8
rhipidomys macconnelli,8
rhogeessa velilla,8
rodent? sp,8
saimiri sp.,8
sciuromys sp,8
sciurus thomasi,8
simonimys genovefae,8
speothos pacivorus,8
spermophilus brunneus,8
spermophilus spermophilus,8
sphiggurus mexicanus,8
spilocuscus maculatus,8
spilogale sp.,8
strigorhysis bridgerensis,8
suncus stoliczkanus,8
sundasciurus tenuis,8
sylvilagus brasiliensis/floridanus,8
sylvilagus cunicularius,8
sylvilagus nuttalli,8
tadarida teniotis,8
tamias urialis,8
tapiroid sp,8
tatera cosensi,8
thomomys uinta,8
thylacoleo carnifex,8
thyroptera discifera,8
trimylus mawbyi,8
trinomys paratus,8
trinomys setosus,8
triplopus obliquidens,8
tupaia belangeri,8
tupaia palawanensis,8
tupaia picta,8
tylocephalonyx skinneri,8
urocyon cineroargenteus,8
ursus sp,8
ursus spelaeus,8
vampyrops sp.,8
viverravus bowni,8
vulpes vafer,8
zaglossus bruijni,8
zygogeomys trichopus,8
sciurus' costatus,7
abrocoma bennettii,7
acarus nidicolous,7
achaenodon sp,7
acomys louisae,7
acomys sp.,7
aconaemys sagei,7
adjidaumo cooki,7
ailuropoda melanoleuca,7
akodon arvicoloides,7
alcelaphus helmi,7
allactaga euphratica,7
alouatta sp.,7
ammospermophilus harrisi,7
anoplotherium commune,7
aotus sp.,7
archaeomys laurillardi,7
arctodontomys sp,7
arctoryctes sp,7
asthenoscapter meini,7
astroconodon denisoni,7
atherurus macrourus,7
balaenoptera edeni,7
bassariscus sumichrasti,7
bdeogale crassicauda,7
beamys major,7
bison americanus,7
blarinomys breviceps,7
bolomys berlepschii,7
brontops robustus,7
bunobrontops savagei,7
bunophorus etsagicus,7
cabassous tatouay,7
cabassous unicinctus,7
caenolestes fuliginous,7
cainotherium geoffroyi,7
callippus placidus,7
callosciurus caroli,7
calomyscus hotsoni,7
campestrallomys siouxensis,7
canis davisi,7
canis latransxfamiliaris,7
capricornis sumatrensis,7
capromeryx californicus,7
caribosiren turneri,7
cavia anolaimae,7
cavia porcella,7
cebus cebus,7
cephalophus monticola,7
cervus porcinus,7
cetacean ?,7
cheirogaleus major,7
chiroderma sp.,7
chiroptera sp.,7
cimolestes cerberoides,7
cimolestes magnus,7
cimolestes propalaeoryctes,7
claviglis murinus,7
cratogeomys zinseri,7
cricetodon gerandianum,7
cricetulus griseus,7
cricetulus varians,7
crocidura fuscomurina,7
crocidura thomensis,7
ctenomys argentinus,7
ctenomys dorbignyi,7
ctenomys magellanicus,7
ctenomys pontifex,7
ctenomys tucumanus,7
damaliscus korrigum,7
dasycercus cristicauda,7
dasyprocta azarae,7
dasyprocta leporina,7
dasypus novencinctus,7
dasypus sp.,7
dendrohyrax dorsalis,7
dendrolagus bennettianus,7
dendrolagus inustus,7
dendrolagus sp.,7
dermanura rava,7
diacocherus sp,7
diacodexis woltonensis,7
diacodexis? sp,7
diceratherium sp,7
diclidurus isabellus,7
didymictis? sp,7
diensdorfia hibbardi,7
dinictis felina,7
dinocyon thenardi,7
dipoides williamsi,7
dyseohyus stirtoni,7
ectocion montanensis,7
elephantulus antiquus,7
emballonura dianae,7
eporeodon sp,7
eptesicus andersoni,7
eptesicus gaumeri,7
erinaceus europeus,7
eumops californicus,7
eumops patagonicus,7
felis nebulosa,7
forsythia gaudryi,7
galea sp.,7
gazella bondi,7
gazella soemmerringii,7
gazella thomsoni,7
gerbilliscus afra,7
glossophaga mexicana,7
guerlinguetus ingrami,7
hapalemur griseus,7
hapalodectes sp,7
hemitragus hylocrius,7
heptodon posticus,7
hipparion richthofeni,7
hippocamelus bisulcus,7
hyaenodon horridus,7
hylopetes nigripes,7
hypnomys sp,7
hyracotherium grangeri,7
hyracotherium index,7
hyracotherium montanus?,7
hyracotherium pernix,7
hystrix indica,7
ilingoceros alexandrae,7
ilingoceros schizoceras,7
ischyrotomus compressidens,7
isoodon obesulus,7
jaculus sp.,7
kanisamys indicus,7
kerivoula minuta,7
knightomys minor,7
leggada emesi,7
lemur fulvus,7
lemur sp.,7
lepilemur mustelinus,7
leptodontomys sp,7
leptotomus bridgerensis,7
liolithax kernensis,7
lophiparamys woodi,7
lophuromys woosnami,7
macaca fuscata,7
macrocranion tupaiodon,7
macroglossus sobrinus,7
madoqua phillipsi,7
madoqua saltiana,7
maiorana noctiluca,7
marmosa chapmani,7
marmosa isthmica,7
marmosa quichua,7
marmosops fuscatus,7
mazama rufina,7
megaerops ecaudatus,7
megahippus matthewi,7
megalonyx jeffersoni,7
melomys rufescens,7
merychippus perditus,7
merycoidodontid sp,7
mesodma primaevus,7
mesogaulus sp,7
mesohippus latidens,7
mesoreodon megalodon,7
miacis latidens,7
miacis? sp,7
micromeryx flourensianus,7
microsyops? sp,7
microtus brandti,7
microtus irani,7
microtus pinetorum?,7
microtus ssp,7
microtus? sp,7
mimotricentes subtrigonus,7
miniopterus sp.,7
molossus pygmaeus,7
monodelphis emiliae,7
monodelphis sorex,7
mops spurrelli,7
mormoops sp.,7
murid sp,7
mus castaneus,7
mustela lutreola,7
mustela sibirica,7
myospalax aspalax,7
myotis brandtii,7
myotis martiniquensis,7
myrmecoboides sp,7
mysateles gundlachi,7
necromys urichi,7
neoliotomus ultimus,7
neophocaena phocaenoides,7
neotoma [unknown],7
neotoma spelaea?,7
nesomys rufus,7
nesoryzomys swarthi,7
niptomomys sp,7
notharctus tenebrosus,7
nycticeinops schlieffeni,7
nyctimene vizcaccia,7
nyctitherium velox,7
ochotona kolymensis,7
oecomys catherinae,7
oecomys concolor,7
oecomys trinitatis,7
oligoryctes altitalonidus,7
oncifelis colocolo,7
ondatra sp,7
oryzomys buccinatus,7
oryzomys eliurus,7
oryzomys oniscus,7
ovis nivicola,7
ovis vignei,7
oxymycterus nasutus,7
oxyprimus allatuae,7
pachynolophus livinierensis,7
pachytragus solignaci,7
palaeolagus intermedius,7
palaeopotorous priscus,7
palaeoprionodon mutabilis,7
palaeoryx pallasi,7
palaeosinopa incerta,7
palaeosyops borealis,7
palaeotherium medium,7
paraechinus hypomelas,7
parahippus brevidens,7
parahippus? sp,7
parectypodus lunatus,7
paschatherium petri,7
pelycodus frugivorus,7
perognathus sargenti,7
peromyscus complexus,7
peromyscus niveiventris,7
petaurista inornatus,7
petauristodon jamesi,7
phenacodus? sp,7
phenacodus? vortmani,7
phenacolemur fuscus,7
phloeomys pallidus,7
phoca sibirica,7
phyllostomus sp.,7
pipistrellus crassulus,7
plesiosorex coloradensis,7
pliotaxidea nevadensis,7
potamochoeroides shawi,7
potorous tridactylus,7
praomys morio,7
procamelus coartatus,7
procamelus robustus,7
propalaeotherium isselanum,7
propithecus verreauxi,7
protoreodon indet,7
protosciurus rachelae,7
pseudois nayaur,7
pseudomeriones pythagorasi,7
pseudorhinolophus sp,7
pseudoryzomys wavrini,7
pseudotheridomys hesperus,7
pteropus samoensis,7
ptilodont sp,7
ptilodus? sp,7
rangifer arcticus,7
rattus facetus,7
rattus sikkimensis,7
reithroparamys delicatissimus,7
reithroparamys gidleyi,7
saimiri boliviensis,7
salpingotus crassicauda,7
sarcophilus harrisii,7
scirrotherium hondaensis,7
sciuravid? sp,7
sciuropterus jamesi,7
sciuropterus matthewsi,7
sciurotamias davidianus,7
sciurus anomalus,7
scotonycteris zenkeri,7
scotophilus wroughtoni,7
sespia californica,7
simidectes merriami,7
simpsonictis sp,7
sinostylops progressus,7
sminthopsis murina,7
smutsia temmincki,7
solenodon cubanus,7
sorex fontinalis,7
sorex personatus,7
sorex thibetanus,7
spermophilus fulvus,7
spilogale ambarvalis,7
stenella fraenatus,7
sthenurus atlas,7
sthenurus brownei,7
strigocuscus gymnotis,7
sturnira nana,7
sus barbatus,7
synaptomys australis,7
syntheosciurus hoffmanni,7
tachyoryctes spalacinus,7
tadarida yucatanica,7
tarsipes rostratus,7
taterillus emini,7
tetraclaenodon sp,7
thamnomys rutilans,7
thomomys nayarensis,7
thylacinus potens,7
tragelaphus sp.,7
uintamys sp,7
uromanis tetradactyla,7
urotrichus urotrichus,7
villarroelia totoyoi,7
vulpes cana,7
washakius insignis,7
wyonycteris richardi,7
zygomaturus keani,7
aceratherium sp,6
acomys hystrella,6
aconaemys fuscus,6
aelurodon sp,6
aelurodon wheelerianus,6
aethomys kaiseri,6
afrotarsius libycus,6
akodon serrensis,6
alcelaphus lichtensteinii,6
allomys simplicidens,6
alticola roylei,6
amphimeryx secundarium,6
ankotarinja tirarensis,6
ankylodon sp,6
antechinomys spenceri,6
antechinus swainsonii,6
anthracokeryx tenuis,6
armintodelphys dawsoni,6
atelerix algirus,6
australopithecus africanus,6
batomys salomonseni,6
biretia piveteaui,6
blarina talpoides,6
blastomeryx scotti,6
bolomys lasiurus,6
brachycrus sp,6
brachyprotoma pristina,6
brontops dispar,6
brucepattersonius soricinus,6
bulungamaya robusta,6
callithrix penicillata,6
cantius angulatus,6
capra aegagrus,6
capra sp,6
cardiolophus semihians,6
cariacus virginianus,6
castoroides ohioensis,6
catopsalis foliatus,6
cebidae sp.,6
cebus hypoleucus,6
cephalophus callipygus,6
cephalophus maxwellii,6
cephalophus rufilatus,6
cephalophus silvicultor,6
cercopithecus mona,6
cervalces americanus,6
chaerephon bivittata,6
chaetophractus sp.,6
chalinolobus picatus,6
chalinolobus variegatus,6
chasmotherium minimum,6
chiroderma doriae,6
chiropodomys legatus,6
chlorocebus pygerythrus,6
choeroclaenus turgidunculus,6
chriacus subtrigonus,6
chroeomys jelskii,6
chrotomys mindorensis,6
chumashius balchi,6
citellus tridecemlineatus,6
colodon? cingulatus,6
copelemur australotutus,6
copelemur feretutus,6
copelemur tutus,6
cricetodon darocensis,6
cricetodon decadens,6
cricetulus eversmanni,6
cricetulus triton,6
crocidura elganius,6
crocidura luna,6
crocidura praedax,6
crocidura tanakae,6
cryptonanus unduaviensis,6
cryptopterus gaillardi,6
ctenomys fulvus,6
cynocephalus variegatus,6
cynodictis compressidens,6
cynopterus major,6
dactylopsila trivirgata,6
damaliscus hunteri,6
dasyprocta callida,6
democricetodon romieui,6
dermopteran sp,6
desmatolagus sp,6
didelphopsis cabrerai,6
dipodillus quadrimaculatus,6
dusicyon culpaeus,6
dusicyon sp.,6
ectypodus childei,6
elephantulus sp.,6
eliurus webbi,6
emballonura monticola,6
eptesicus dimissus,6
eptesicus matroka,6
eptesicus nilssoni,6
eptesicus vulturnus,6
equid? sp,6
eumys parvidens,6
euroscaptor mizura,6
exilisciurus exilis,6
felis onca,6
felis wiedii,6
fossa fossa,6
funambulus pennantci,6
gaillardia aquatilis,6
gazella ruficollis,6
geomys floridanus,6
geosciurus inauris,6
graomys medius,6
haplaletes serior,6
haplonycteris fisheri,6
harpiocephalus harpia,6
herpestes sp.,6
herpestides antiquus,6
hesperocyon paterculus,6
hesperomys laucha,6
heteromys repens,6
heteromys temporalis,6
hipposideros pomona,6
histiotus ?,6
holmesina septentrionalis,6
holoclemensia texana,6
hoplophoneus primaevus,6
hylobates hoolock,6
hypolagus brachygnathus,6
hypsiprymnodon moschatus,6
hyrachyus minimus,6
hyracotherium borealis,6
hystrix galeata,6
hystrix javanica,6
ictidopappus sp,6
ictops sp,6
indri indri,6
karanisia arenula,6
kritimys catreaus,6
lagomorpha sp.,6
lagopsis verus,6
lasiorhinus latifrons,6
lemniscomys sp.,6
lemur macaco,6
lemur rubriventer,6
lenoxus apicalis,6
leporillus conditor,6
leptacodon dormaalensis,6
leptauchenia decora,6
leptocyon vafer,6
leptomeryx esulcatus?,6
leptotragulus proavus,6
lepus aquaticus,6
lepus granatensis,6
lepus tigrinus,6
limnenetes platyceps,6
limnocyon verus,6
limnoecus? infectus,6
litomylus scaphicus,6
lontra felina,6
lophostoma aequatorialis,6
macropus birdselli,6
macropus dorsalis,6
madakoala wellsi,6
madoqua guentheri,6
marmosa elegans,6
marmosa rubra,6
marmosops sp.,6
martes flavigula,6
mattimys kalicola,6
maxomys sp.,6
megacricetodon crusafonti,6
megacricetodon minor,6
merychippus? sp,6
merycodus nevadensis,6
micoureus paraguayensis,6
microchoerus edwardsi,6
microgale gracilis,6
micropternodus sp,6
microsciurus napi,6
microtus [unknown],6
microtus leucurus,6
microtus lusitanicus,6
microtus pennsylvanicus?,6
microtus poljakowi,6
mictomys kansasensis/meltoni,6
millardia gleadowi,6
mimomys virginianus,6
mimotona wana,6
miniopterus fuliginosus,6
miocyon scotti,6
miodyromys aegercii,6
mioheteromys agrarius,6
miohippus acutidens,6
miolabis tenuis,6
miospermophilus sp,6
mogera kobeae,6
mogera wogura,6
molossops sp.,6
monachus tropicalis,6
moschus moschiferus,6
muridae sp.,6
murina ussuriensis,6
mustela eversmanni,6
mustela rixosa,6
mylagaulid sp,6
mylagaulus sp,6
mysops sp,6
mytonomys sp,6
nanodelphys hunti,6
napaeozapus sp.,6
nasuella olivacea,6
nelsonia neotomodon,6
neohipparion coloradense,6
nimravides thinobates,6
nyctalus velutinus,6
nyctitherium christopheri,6
nyctitherium krishtalkai,6
nyctomys nitellinus,6
ochotona rutila,6
octomys mimax,6
oecomys cleberi,6
oligoscalops sp,6
oodectes herpestoides,6
ornithorhynchus paradoxus,6
oryzomys galapagonesis,6
oryzomys laticeps,6
oryzomys rhabdops,6
otaria flavescens,6
ovis montanus,6
ovis musimon,6
oxyacodon apiculatus,6
oxyacodon ferronensis,6
oxymycterus hiska,6
palaeosinopa russelli,6
palaeotherium curtum,6
palenochtha minor,6
paracynictis selousi,6
paraleporillus stirtoni,6
paratomarctus temerarius,6
paratricuspiodon krumbiegeli,6
parectypodus laytoni,6
parietobalaena securis,6
parvericius montanus,6
peromyscus cacabatus,6
peromyscus pseudocrinitus,6
phenacocoelus sp,6
phenacocoelus typus,6
phenacolemur citatus,6
pitymys subterraneus,6
pizonyx vivesi,6
planigale maculata,6
pliohippus mirabilis,6
praearmantomys crusafonti,6
probathyopsis harrisorum,6
procyon sp.,6
prodipodomys idahoensis,6
proechimys decumanus,6
prometheomys schaposchnikovi,6
propalaeosinopa sp,6
prosthennops edensis,6
proterixoides sp,6
protocyon troglodytes,6
protodichobune oweni,6
protogonodon pentacus,6
protoreodon minor,6
pseudalopex culpaeus,6
pseudhipparion quatus,6
pseudictops lophiodon,6
pseudocheirus lemuroides,6
pseudoltinomys sp,6
pseudotomus eugenei,6
pteromys electilis,6
pteropus anetianus,6
pteropus dasymallus,6
pteropus rodricensis,6
pteropus temmincki,6
ptilodus mediaevus,6
ptilodus montanus,6
punomys lemminus,6
ramapithecus punjabicus,6
raphicerus sharpei,6
rattus verecundus,6
reithrodontomys rodriguezi,6
rhagapodemus hautimagnensis,6
rheomys hartmanni,6
rhinolophus bicolor,6
rotundomys montisrotundi,6
rungwecebus kipunji,6
saccopteryx canascens,6
samotherium boissieri,6
scapteromys sp.,6
scelidodon sp,6
sciuravus nitidus,6
sciurus apache,6
sciurus lis,6
scuiropterus volucella,6
sigmodontomys alfari,6
simimeryx hudsoni,6
smilodon gracilis,6
sorex shinto,6
soriculus smithii,6
spermophilus relictus,6
stenella sp.,6
sthenurus pales,6
stibarus sp,6
stylinodon cylindrifer,6
subhyracodon occidentale,6
sundasciurus mindanensis,6
sus verrucosus,6
sylvisorex megalura,6
tachyoryctes daemon,6
talpa caeca,6
tapirus veroensis,6
tarsipes spencerae,6
tayassu sp.,6
teanopus phenax,6
thisbemys medius,6
thomasomys cinnameus,6
thomasomys silvestris,6
thryptacodon demari,6
tomarctus optatus,6
tonatia carrikeri,6
tonatia evotis,6
toxodon burmeisteri,6
tragelaphus oryx,6
tragelaphus spekei,6
tragulus meminna,6
trichechus sp.,6
trimylus mawbeyi,6
triplopus implicatus,6
tupaia minor,6
uroderma sp.,6
valerimys turolensis,6
vampyressa thyone,6
vespertilio lucifugus,6
viverravus minutus,6
vulpes bengalensis,6
xenastrapotherium chaparralensis,6
yoderimys stewarti,6
zapodid sp,6
zionodon walshi,6
acomys cahirinsus,5
acritoparamys atavus,5
adjidaumo quartzi,5
aelurodon ferox,5
akodon urichi,5
alces americana,5
allocricetulus eversmanni,5
ammodorcas clarkei,5
amphipithecus mogaungensis,5
amynodon advenus,5
anacodon ursidens,5
anchitherium sp,5
anisonchus dracus,5
anomalurus pelii,5
antechinus wilhelmina,5
antrozous dubiaquercus,5
apomys litoralis,5
apternodus baladontus,5
arctocyonides arenae,5
ateles sp.,5
auliscomys sublimus,5
aulolithomys bounites,5
bassariscus parvus,5
beamys hindei,5
bishops whitmoorei,5
blastomeryx advena,5
boocercus eurycerus,5
boromys torrei,5
bos frontalis,5
bos sp.,5
brachycrus siouense,5
brachyphylla pumila,5
bunomeryx elegans,5
burramys parvus,5
cacajao calvus,5
caenopus occidentalis,5
callicebus cupreus,5
canis familiaris/latrans,5
cantius venticolus,5
capromys thoracatus,5
carollia sp,5
castor accessor,5
cebus fatuellus,5
cebus olivaceus,5
centetodon? sp,5
centronycteris centralis,5
cephalogale minor,5
cephalophus maxwelli,5
cercartetus concinnus,5
cercartetus lepida,5
cervus axis,5
cervus schomburgki,5
chalinolobus argentatus,5
chalinolobus gouldi,5
chelemys vestitus,5
chiropotes satanas,5
chlorocebus sp.,5
choloepus sp.,5
chumashius sp,5
chundaria illuminatus,5
citellus citellus,5
citellus pallidicauda,5
cosoryx wilsoni,5
crocidura dsinezumi,5
crocidura palawanensis,5
cryptopterus tobieni,5
cupidinimus lindsayi,5
cynarctoides acridens,5
cynarctoides arcidens,5
cynomops abrasus,5
damaliscus dorcas,5
daphoenus vetus,5
dasyurus hallucatus,5
democricetodon gaillardi,5
dendrohyrax sp.,5
dendromus ?,5
desmalopex microleucopterus,5
desmatolagus schizopetrus?,5
diceratherium annectens,5
dinobastis serus,5
dinohippus leardi,5
dipodomys dipodomys,5
dolichorhinus intermedius,5
douglassciurus jeffersoni,5
downsimus sp,5
dromiciops australis,5
echimys chrysurus,5
ectocion superstes,5
elephas recki,5
ellipsodon inaequidens,5
ellobius lutescens,5
epicyon saevus,5
epidolops ameghinoi,5
eptesicus hottentotus,5
equus przewalskii,5
erethizon sp,5
erinaceus frontalis,5
erinaceus sp.,5
eschrichtius glaucus,5
eucastor truckeensis,5
eumetopias stelleri,5
eupleres major,5
eutamias alpinus,5
felidae sp.,5
felis nigripes,5
felis viverrina,5
franimys? actites,5
funisciurus isabella,5
galago sp.,5
galeopterus variegatus,5
galerix rutlandae,5
gazella deperdita,5
genetta angolensis,5
gerbillus henleyi,5
giraffa sivalensis,5
glirulus japonicus,5
globicephala sp,5
glyptodon sp,5
gomphotherium productum,5
grammomys ibeanus,5
gregorymys 'tavenneri',5
gregorymys? sp,5
habromys chinanteco,5
heptodon ventorum,5
hesperomys ducilla,5
heteraletes leotanus,5
heteromys alleni,5
heteromys sp.,5
hexacodus pelodes,5
hipparion trampasense,5
hippotragus sp.,5
honrovits tsuwape,5
hyaena bellax,5
hyemoschus aquaticus,5
hylochoerus meinertzhangeni,5
hyopsodus minusculus?,5
hyopsodus sholemi,5
hyopsodus wortmani,5
hypohippus sp,5
hyracotherium 'cuniculum',5
ischyromyid? sp,5
ischyrotomus tapensis,5
jemezius szalayi,5
kenyamys mariae,5
kerivoula pellucida,5
kolopsis rotundus,5
korthomys formicarum,5
